2,0.826473631
4,0.828654449
6,0.833119811
8,0.853693876
10,0.845152116
12,0.860986395
14,0.85385469
16,0.846964929
18,0.850315653
20,0.840392936
22,0.845828763
24,0.845753592
26,0.850646899
28,0.847925573
30,0.843423536
32,0.840054197
34,0.844313249
36,0.845109538
38,0.847441703
40,0.852381937
42,0.845950516
44,0.840734805
46,0.841583909
48,0.844726877
50,0.845836574
52,0.846804464
54,0.850427105
56,0.850941707
58,0.844165056
60,0.847823583
62,0.849758392
64,0.847879132
66,0.848718704
68,0.849552527
70,0.848891464
72,0.843402632
74,0.842237737
76,0.844893588
78,0.84749332
80,0.846965715
82,0.84856278
84,0.846426917
86,0.847568392
88,0.846076667
90,0.849155
92,0.846590919
94,0.848220926
96,0.84923785
98,0.849054873
100,0.84863269
