2,0.48
4,0.5
6,0.550326797
8,0.587121212
10,0.55862069
12,0.436601307
14,0.600882695
16,0.495835132
18,0.532510885
20,0.558753986
22,0.470818071
24,0.555042017
26,0.546632035
28,0.531829268
30,0.521920488
32,0.534595108
34,0.543640486
36,0.551852484
38,0.55901765
40,0.525996873
42,0.52391319
44,0.531374008
46,0.517270279
48,0.504254882
50,0.536514853
52,0.529156733
54,0.530026544
56,0.540482894
58,0.532586897
60,0.516072743
62,0.510546245
64,0.54952139
66,0.543373691
68,0.51625391
70,0.512223223
72,0.515279151
74,0.553588753
76,0.535355839
78,0.525141459
80,0.522413793
82,0.502176554
84,0.519695743
86,0.547755823
88,0.527356053
90,0.537135683
92,0.538999309
94,0.534820082
96,0.527962249
98,0.52708426
100,0.525543688
