linear_score, linear_train, poly_score, poly_train, rbf_score, rbf_train, sigmoid_score, sigmoid_train
0.5680272108843537, 0.6241496598639455, 0.5578231292517006, 0.7831632653061225, 0.5612244897959183, 0.7253401360544217,0.5714285714285714,0.6071428571428571
