% data used,,,,Training Time,Running Time
0.2,,,0.2,15.17499995,0.743999958
0.4,,,0.4,17.28299999,1.458999872
0.6,,,0.6,22.84200001,2.181999922
0.8,,,0.8,22.32800007,2.889000177
,,,,,
,,,,Time in seconds to run,
0.2,,,0.2,0.038000107,0.002999783
0.4,,,0.4,0.075999975,0.005000114
0.6,,,0.6,0.112999916,0.006000042
0.8,,,0.8,0.154000044,0.007999897
